Labogene Datalogger;;;Date: 7/10-2020;;Time: 09:15
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
;;Graf 1;Graf 2;Graf 3;Graf 4;Graf 5;Graf 6;Graf 7;Graf 8;Graf 9;Graf 10;Graf 11;Graf 12;Graf 13;Graf 14;Graf 15;Dig 1;Dig 2;Dig 3;Dig 4;Dig 5;Dig 6;Dig 7;Dig 8;Dig 9;Dig 10;Dig 11;Dig 12;Dig 13;Dig 14;Dig 15;Dig 16
LOG nr;Time;Shelf1;Shelf2;Shelf3;Shelf4;Shelf5;Shelf6;Shelf7;Shelf8;Ice condensor;Product;Actual pressure;Time;-;AutoStep;Configuration;Pressostat1;Pressostat2;Release valve;Vacuum pump;Cool only;Pressostat1 lock;Pressostat2 lock;Wait for low temperature;Manual MODE;Auto MODE;De-ice MODE;Release MODE;Pressure regulation;Vacuum valve;Compressor2;Compressor1
835;23:18-6/10;26,4;83,0;25,3;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;612;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
836;23:19-6/10;26,6;83,0;25,3;83,0;22,9;83,0;83,0;83,0;-98,7;26,0;105;612;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
837;23:20-6/10;26,6;83,0;25,4;83,0;22,9;83,0;83,0;83,0;-98,5;26,0;103;613;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
838;23:21-6/10;26,6;83,0;25,4;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;101;614;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
839;23:21-6/10;26,6;83,0;25,4;83,0;23,1;83,0;83,0;83,0;-98,6;26,0;100;615;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
840;23:22-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;103;615;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
841;23:23-6/10;26,6;83,0;25,4;83,0;22,9;83,0;83,0;83,0;-98,4;26,0;106;616;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
842;23:24-6/10;26,6;83,0;25,4;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;106;617;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
843;23:24-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;618;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
844;23:25-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;104;618;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
845;23:26-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,3;26,0;102;619;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
846;23:27-6/10;26,6;83,0;25,5;83,0;23,1;83,0;83,0;83,0;-98,3;26,0;100;620;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
847;23:27-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;100;621;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
848;23:28-6/10;26,6;83,0;25,5;83,0;23,1;83,0;83,0;83,0;-98,5;26,0;106;621;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
849;23:29-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,3;26,0;106;622;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
850;23:30-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,3;26,0;105;623;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
851;23:30-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;104;624;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
852;23:31-6/10;26,6;83,0;25,6;83,0;23,0;83,0;83,0;83,0;-98,2;26,0;103;624;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
853;23:32-6/10;26,6;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;101;625;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
854;23:33-6/10;26,6;83,0;25,6;83,0;22,9;83,0;83,0;83,0;-98,5;26,0;100;626;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
855;23:33-6/10;26,6;83,0;25,5;83,0;22,9;83,0;83,0;83,0;-98,2;26,0;99;626;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
856;23:34-6/10;26,6;83,0;25,6;83,0;23,1;83,0;83,0;83,0;-98,3;26,0;108;627;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
857;23:35-6/10;26,7;83,0;25,6;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;628;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
858;23:35-6/10;26,7;83,0;25,5;83,0;23,0;83,0;83,0;83,0;-98,5;26,0;105;629;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
859;23:36-6/10;26,6;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;104;629;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
860;23:37-6/10;26,7;83,0;25,6;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;102;630;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
861;23:38-6/10;26,7;83,0;25,6;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;100;631;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
862;23:38-6/10;26,7;83,0;25,6;83,0;23,0;83,0;83,0;83,0;-98,5;26,0;101;632;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
863;23:39-6/10;26,7;83,0;25,7;83,0;22,9;83,0;83,0;83,0;-98,4;26,0;109;632;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
864;23:40-6/10;26,7;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;106;633;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
865;23:41-6/10;26,8;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;634;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
866;23:41-6/10;26,7;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,5;26,0;103;635;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
867;23:42-6/10;26,8;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;101;635;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
868;23:43-6/10;26,8;83,0;25,7;83,0;22,9;83,0;83,0;83,0;-98,4;26,0;100;636;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
869;23:44-6/10;26,8;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;103;637;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
870;23:44-6/10;26,9;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,5;26,0;106;638;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
871;23:45-6/10;26,8;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,5;26,0;106;638;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
872;23:46-6/10;26,7;83,0;25,8;83,0;23,1;83,0;83,0;83,0;-98,6;26,0;103;639;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
873;23:47-6/10;26,9;83,0;25,8;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;103;640;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
874;23:47-6/10;26,8;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;100;641;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
875;23:48-6/10;26,8;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;99;641;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
876;23:49-6/10;26,9;83,0;25,7;83,0;23,0;83,0;83,0;83,0;-98,5;26,0;105;642;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
877;23:50-6/10;26,8;83,0;25,7;83,0;23,1;83,0;83,0;83,0;-98,5;26,0;106;643;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
878;23:50-6/10;26,9;83,0;25,8;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;106;644;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
879;23:51-6/10;26,9;83,0;25,8;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;103;644;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
880;23:52-6/10;26,9;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,3;26,0;102;645;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
881;23:53-6/10;26,8;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,3;26,0;99;646;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
882;23:53-6/10;26,9;83,0;25,8;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;101;647;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
883;23:54-6/10;26,9;83,0;25,8;83,0;22,9;83,0;83,0;83,0;-98,4;26,0;108;647;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
884;23:55-6/10;27,0;83,0;25,8;83,0;23,0;83,0;83,0;83,0;-98,3;26,0;105;648;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
885;23:56-6/10;26,9;83,0;25,9;83,0;22,9;83,0;83,0;83,0;-98,4;26,0;103;649;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
886;23:56-6/10;26,9;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;101;650;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
887;23:57-6/10;27,0;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;100;650;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
888;23:58-6/10;26,9;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,8;26,0;105;651;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
889;23:59-6/10;27,0;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;652;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
890;23:59-6/10;27,0;83,0;25,8;83,0;22,9;83,0;83,0;83,0;-98,6;26,0;105;653;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
891;00:00-7/10;26,9;83,0;26,0;83,0;22,9;83,0;83,0;83,0;-98,6;26,0;103;653;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
892;00:01-7/10;27,0;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;102;654;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
893;00:02-7/10;26,9;83,0;26,0;83,0;23,1;83,0;83,0;83,0;-98,6;26,0;100;655;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
894;00:02-7/10;27,1;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;100;656;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
895;00:03-7/10;27,0;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;656;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
896;00:04-7/10;27,0;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;657;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
897;00:05-7/10;27,1;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;105;658;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
898;00:05-7/10;27,0;83,0;26,0;83,0;23,1;83,0;83,0;83,0;-98,6;26,0;102;659;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
899;00:06-7/10;27,0;83,0;26,0;83,0;23,1;83,0;83,0;83,0;-98,8;26,0;100;659;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
900;00:07-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;99;660;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
901;00:08-7/10;27,2;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;661;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
902;00:08-7/10;27,1;83,0;25,9;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;662;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
903;00:09-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,9;26,0;104;662;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
904;00:10-7/10;27,0;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;102;663;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
905;00:11-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;100;664;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
906;00:11-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;100;664;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
907;00:12-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,8;26,0;105;665;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
908;00:13-7/10;27,1;83,0;26,0;83,0;23,1;83,0;83,0;83,0;-98,6;26,0;106;666;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
909;00:13-7/10;27,2;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;104;667;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
910;00:14-7/10;27,2;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;102;667;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
911;00:15-7/10;27,1;83,0;26,0;83,0;23,1;83,0;83,0;83,0;-98,7;26,0;100;668;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
912;00:16-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,8;26,0;107;669;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
913;00:16-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;107;670;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
914;00:17-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;105;670;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
915;00:18-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,9;26,0;103;671;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
916;00:19-7/10;27,1;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,8;26,0;101;672;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
917;00:19-7/10;27,2;83,0;26,0;83,0;22,9;83,0;83,0;83,0;-98,6;26,0;99;673;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
918;00:20-7/10;27,2;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,8;26,0;99;673;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
919;00:21-7/10;27,2;83,0;26,0;83,0;22,9;83,0;83,0;83,0;-98,6;26,0;107;674;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
920;00:22-7/10;27,1;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,7;26,0;105;675;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
921;00:22-7/10;27,1;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;102;676;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
922;00:23-7/10;27,2;83,0;26,0;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;102;676;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
923;00:24-7/10;27,2;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;100;677;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
924;00:25-7/10;27,2;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,6;26,0;106;678;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
925;00:25-7/10;27,1;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;105;679;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
926;00:26-7/10;27,2;83,0;26,1;83,0;22,9;83,0;83,0;83,0;-98,3;26,0;104;679;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
927;00:27-7/10;27,2;83,0;26,0;83,0;22,9;83,0;83,0;83,0;-98,3;26,0;102;680;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
928;00:28-7/10;27,2;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;100;681;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
929;00:28-7/10;27,2;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;105;682;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
930;00:29-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,4;26,0;106;682;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
931;00:30-7/10;27,2;83,0;26,1;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;105;683;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
932;00:31-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;101;684;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
933;00:31-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,3;27,0;100;685;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
934;00:32-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;106;685;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
935;00:33-7/10;27,2;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;105;686;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
936;00:34-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;105;687;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
937;00:34-7/10;27,2;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;101;688;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
938;00:35-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;102;688;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
939;00:36-7/10;27,2;83,0;26,2;83,0;23,1;83,0;83,0;83,0;-98,5;27,0;106;689;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
940;00:37-7/10;27,3;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;690;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
941;00:37-7/10;27,2;83,0;26,2;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;103;691;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
942;00:38-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;100;691;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
943;00:39-7/10;27,3;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;105;692;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
944;00:40-7/10;27,3;83,0;26,2;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;106;693;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
945;00:40-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;694;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
946;00:41-7/10;27,3;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;103;694;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
947;00:42-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;100;695;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
948;00:43-7/10;27,2;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;696;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
949;00:43-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;697;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
950;00:44-7/10;27,3;83,0;26,2;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;105;697;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
951;00:45-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;102;698;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
952;00:46-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;99;699;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
953;00:46-7/10;27,3;83,0;26,4;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;106;700;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
954;00:47-7/10;27,3;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;700;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
955;00:48-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;103;701;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
956;00:49-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;101;702;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
957;00:49-7/10;27,3;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;99;703;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
958;00:50-7/10;27,4;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;107;703;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
959;00:51-7/10;27,4;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;105;704;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
960;00:52-7/10;27,4;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;102;705;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
961;00:52-7/10;27,3;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;100;705;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
962;00:53-7/10;27,4;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;106;706;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
963;00:54-7/10;27,5;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,8;27,0;106;707;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
964;00:55-7/10;27,4;83,0;26,3;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;104;708;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
965;00:55-7/10;27,4;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;102;708;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
966;00:56-7/10;27,4;83,0;26,4;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;99;709;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
967;00:57-7/10;27,5;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;108;710;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
968;00:57-7/10;27,4;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;106;711;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
969;00:58-7/10;27,4;83,0;26,5;83,0;23,1;83,0;83,0;83,0;-98,4;27,0;103;711;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
970;00:59-7/10;27,4;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,3;27,0;100;712;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
971;01:00-7/10;27,5;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;107;713;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
972;01:00-7/10;27,5;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,3;27,0;106;714;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
973;01:01-7/10;27,5;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,1;27,0;104;714;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
974;01:02-7/10;27,5;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,3;27,0;101;715;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
975;01:03-7/10;27,4;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;99;716;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
976;01:03-7/10;27,6;83,0;26,5;83,0;23,1;83,0;83,0;83,0;-98,2;27,0;106;717;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
