Labogene Datalogger;;;Date: 7/10-2020;;Time: 09:15
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
;;Graf 1;Graf 2;Graf 3;Graf 4;Graf 5;Graf 6;Graf 7;Graf 8;Graf 9;Graf 10;Graf 11;Graf 12;Graf 13;Graf 14;Graf 15;Dig 1;Dig 2;Dig 3;Dig 4;Dig 5;Dig 6;Dig 7;Dig 8;Dig 9;Dig 10;Dig 11;Dig 12;Dig 13;Dig 14;Dig 15;Dig 16
LOG nr;Time;Shelf1;Shelf2;Shelf3;Shelf4;Shelf5;Shelf6;Shelf7;Shelf8;Ice condensor;Product;Actual pressure;Time;-;AutoStep;Configuration;Pressostat1;Pressostat2;Release valve;Vacuum pump;Cool only;Pressostat1 lock;Pressostat2 lock;Wait for low temperature;Manual MODE;Auto MODE;De-ice MODE;Release MODE;Pressure regulation;Vacuum valve;Compressor2;Compressor1
526;19:28-6/10;23,2;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,1;-15,0;103;382;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
527;19:29-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-14,0;109;382;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
528;19:30-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,1;-13,0;105;383;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
529;19:31-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-13,0;103;384;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
530;19:31-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,1;-12,0;110;385;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
531;19:32-6/10;23,2;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,2;-12,0;102;385;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
532;19:33-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-11,0;108;386;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
533;19:34-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,3;-11,0;109;387;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
534;19:34-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-11,0;104;388;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
535;19:35-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,2;-10,0;110;388;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
536;19:36-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,0;-10,0;102;389;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
537;19:37-6/10;23,2;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-98,4;-9,0;106;390;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
538;19:37-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-9,0;110;391;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
539;19:38-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,1;-9,0;103;391;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
540;19:39-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-8,0;108;392;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
541;19:40-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,3;-8,0;100;393;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
542;19:40-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-7,0;104;394;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
543;19:41-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,1;-7,0;110;394;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
544;19:42-6/10;23,3;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,1;-7,0;100;395;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
545;19:43-6/10;23,2;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,3;-6,0;106;396;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
546;19:43-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,2;-6,0;111;397;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
547;19:44-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-6,0;102;397;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
548;19:45-6/10;23,3;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,3;-6,0;106;398;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
549;19:46-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,2;-5,0;110;399;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
550;19:46-6/10;23,3;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,2;-5,0;102;400;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
551;19:47-6/10;23,3;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-5,0;108;400;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
552;19:48-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-5,0;108;401;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
553;19:49-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,3;-4,0;103;402;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
554;19:49-6/10;23,3;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-4,0;109;403;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
555;19:50-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-4,0;102;403;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
556;19:51-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,3;-4,0;103;404;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
557;19:52-6/10;23,4;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,2;-4,0;109;405;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
558;19:52-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;-3,0;100;406;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
559;19:53-6/10;23,3;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,3;-3,0;103;406;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
560;19:54-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,4;-3,0;110;407;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
561;19:55-6/10;23,5;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,4;-3,0;100;408;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
562;19:55-6/10;23,3;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,5;-3,0;103;409;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
563;19:56-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,4;-2,0;109;409;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
564;19:57-6/10;23,5;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-98,4;-2,0;99;410;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
565;19:58-6/10;23,4;83,0;22,9;83,0;23,1;83,0;83,0;83,0;-98,3;-2,0;103;411;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
566;19:58-6/10;23,6;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,5;-2,0;107;412;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
567;19:59-6/10;23,5;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,3;-2,0;103;412;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
568;20:00-6/10;23,5;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,4;-2,0;102;413;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
569;20:01-6/10;23,5;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,6;-1,0;106;414;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
570;20:01-6/10;23,5;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,4;-1,0;110;415;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
571;20:02-6/10;23,5;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,5;-1,0;101;415;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
572;20:03-6/10;23,6;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,5;-1,0;105;416;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
573;20:04-6/10;23,6;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,4;-1,0;110;417;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
574;20:04-6/10;23,5;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,6;0,0;100;418;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
575;20:05-6/10;23,6;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,3;0,0;104;418;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
576;20:06-6/10;23,7;83,0;22,9;83,0;23,1;83,0;83,0;83,0;-98,5;0,0;109;419;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
577;20:07-6/10;23,6;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,5;0,0;100;420;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
578;20:07-6/10;23,7;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,6;1,0;103;420;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
579;20:08-6/10;23,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,5;1,0;106;421;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
580;20:09-6/10;23,7;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,6;1,0;109;422;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
581;20:10-6/10;23,7;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,6;1,0;102;423;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
582;20:10-6/10;23,7;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,4;2,0;105;423;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
583;20:11-6/10;23,7;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,5;2,0;109;424;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
584;20:12-6/10;23,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,6;2,0;100;425;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
585;20:12-6/10;23,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,6;2,0;103;426;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
586;20:13-6/10;23,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,4;2,0;108;426;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
587;20:14-6/10;23,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,3;2,0;106;427;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
588;20:15-6/10;23,7;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,5;3,0;102;428;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
589;20:15-6/10;23,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,5;3,0;103;429;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
590;20:16-6/10;23,8;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-98,3;3,0;110;429;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
591;20:17-6/10;23,8;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,4;3,0;106;430;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
592;20:18-6/10;23,8;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,6;4,0;102;431;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
593;20:18-6/10;23,8;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,4;4,0;105;432;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
594;20:19-6/10;23,8;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-98,2;4,0;110;432;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
595;20:20-6/10;23,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;4,0;109;433;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
596;20:21-6/10;23,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,5;5,0;101;434;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
597;20:21-6/10;23,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,4;5,0;105;435;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
598;20:22-6/10;23,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,4;5,0;110;435;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
599;20:23-6/10;23,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,3;6,0;106;436;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
600;20:24-6/10;23,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,5;6,0;102;437;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
601;20:24-6/10;23,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,4;6,0;103;438;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
602;20:25-6/10;23,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-98,2;6,0;110;438;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
603;20:26-6/10;23,9;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-98,3;7,0;106;439;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
604;20:27-6/10;23,9;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-98,5;7,0;101;440;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
605;20:27-6/10;23,9;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,5;7,0;103;441;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
606;20:28-6/10;23,9;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-98,3;7,0;109;441;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
607;20:29-6/10;24,0;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,3;8,0;108;442;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
608;20:30-6/10;24,0;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,5;8,0;104;443;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
609;20:30-6/10;24,1;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,6;8,0;102;444;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
610;20:31-6/10;24,1;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,3;8,0;105;444;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
611;20:32-6/10;24,0;83,0;23,1;83,0;22,9;83,0;83,0;83,0;-98,2;9,0;109;445;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
612;20:33-6/10;24,1;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,3;9,0;106;446;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
613;20:33-6/10;24,1;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-98,4;9,0;100;447;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
614;20:34-6/10;24,1;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-98,2;10,0;103;447;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
615;20:35-6/10;24,1;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-98,2;10,0;106;448;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
616;20:36-6/10;24,2;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-98,2;10,0;107;449;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
617;20:36-6/10;24,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,2;11,0;101;450;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
618;20:37-6/10;24,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,2;12,0;100;450;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
619;20:38-6/10;24,2;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-98,2;12,0;105;451;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
620;20:39-6/10;24,2;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-98,2;13,0;106;452;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
621;20:39-6/10;24,1;83,0;23,2;83,0;22,9;83,0;83,0;83,0;-98,2;13,0;108;453;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
622;20:40-6/10;24,2;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,3;13,0;102;453;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
623;20:41-6/10;24,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,3;14,0;102;454;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
624;20:41-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,4;14,0;103;455;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
625;20:42-6/10;24,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-98,2;15,0;105;455;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
626;20:43-6/10;24,3;83,0;23,2;83,0;22,9;83,0;83,0;83,0;-98,4;15,0;110;456;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
627;20:44-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,2;16,0;109;457;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
628;20:44-6/10;24,2;83,0;23,1;83,0;22,9;83,0;83,0;83,0;-98,3;16,0;100;458;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
629;20:45-6/10;24,3;83,0;23,2;83,0;22,9;83,0;83,0;83,0;-98,3;16,0;102;458;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
630;20:46-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,6;17,0;103;459;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
631;20:47-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,3;17,0;106;460;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
632;20:47-6/10;24,3;83,0;23,1;83,0;22,9;83,0;83,0;83,0;-98,4;17,0;110;461;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
633;20:48-6/10;24,3;83,0;23,2;83,0;22,9;83,0;83,0;83,0;-98,4;17,0;108;461;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
634;20:49-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,4;18,0;100;462;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
635;20:50-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,4;18,0;102;463;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
636;20:50-6/10;24,4;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,4;18,0;104;464;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
637;20:51-6/10;24,3;83,0;23,2;83,0;22,9;83,0;83,0;83,0;-98,4;18,0;106;464;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
638;20:52-6/10;24,3;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,4;19,0;108;465;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
639;20:53-6/10;24,4;83,0;23,2;83,0;23,1;83,0;83,0;83,0;-98,4;19,0;110;466;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
640;20:53-6/10;24,4;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,4;19,0;103;467;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
641;20:54-6/10;24,4;83,0;23,2;83,0;23,0;83,0;83,0;83,0;-98,3;19,0;100;467;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
642;20:55-6/10;24,5;83,0;23,3;83,0;22,9;83,0;83,0;83,0;-98,4;20,0;102;468;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
643;20:56-6/10;24,4;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,4;20,0;103;469;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
644;20:56-6/10;24,5;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,4;20,0;105;470;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
645;20:57-6/10;24,4;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,3;20,0;109;470;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
646;20:58-6/10;24,4;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,4;20,0;109;471;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
647;20:59-6/10;24,5;83,0;23,4;83,0;23,0;83,0;83,0;83,0;-98,5;20,0;99;472;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
648;20:59-6/10;24,5;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,6;20,0;100;473;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
649;21:00-6/10;24,5;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,3;20,0;102;473;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
650;21:01-6/10;24,6;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,4;21,0;104;474;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
651;21:02-6/10;24,4;83,0;23,4;83,0;23,1;83,0;83,0;83,0;-98,4;21,0;105;475;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
652;21:02-6/10;24,5;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,5;21,0;106;476;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
653;21:03-6/10;24,5;83,0;23,3;83,0;23,0;83,0;83,0;83,0;-98,4;21,0;109;476;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
654;21:04-6/10;24,6;83,0;23,4;83,0;23,0;83,0;83,0;83,0;-98,2;21,0;109;477;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
655;21:05-6/10;24,7;83,0;23,4;83,0;23,0;83,0;83,0;83,0;-98,2;21,0;100;478;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
656;21:05-6/10;24,6;83,0;23,5;83,0;23,0;83,0;83,0;83,0;-98,3;21,0;100;478;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
657;21:06-6/10;24,6;83,0;23,5;83,0;22,9;83,0;83,0;83,0;-98,4;21,0;102;479;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
658;21:07-6/10;24,7;83,0;23,4;83,0;23,0;83,0;83,0;83,0;-98,2;21,0;102;480;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
659;21:07-6/10;24,8;83,0;23,5;83,0;23,0;83,0;83,0;83,0;-98,2;22,0;104;481;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
660;21:08-6/10;24,7;83,0;23,5;83,0;23,0;83,0;83,0;83,0;-98,5;22,0;105;481;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
661;21:09-6/10;24,7;83,0;23,6;83,0;23,0;83,0;83,0;83,0;-98,3;22,0;106;482;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
662;21:10-6/10;24,7;83,0;23,5;83,0;23,0;83,0;83,0;83,0;-98,3;22,0;108;483;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
663;21:10-6/10;24,7;83,0;23,5;83,0;23,1;83,0;83,0;83,0;-98,2;22,0;108;484;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
664;21:11-6/10;24,7;83,0;23,6;83,0;23,0;83,0;83,0;83,0;-98,5;22,0;105;484;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
665;21:12-6/10;24,8;83,0;23,5;83,0;23,0;83,0;83,0;83,0;-98,5;22,0;100;485;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
666;21:13-6/10;24,8;83,0;23,5;83,0;22,9;83,0;83,0;83,0;-98,5;22,0;100;486;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
